P-60,-1,"[110, 263, 75]","[87, 85, 60]",23,84,5,Economy
P-330,-1,"[110, 263, 81]","[106, 105, 97]",271,75,5,Economy
P-160,-1,"[110, 263, 81]","[108, 99, 82]",232,84,5,Economy
P-377,-1,"[110, 263, 81]","[105, 101, 88]",118,80,5,Economy
P-143,-1,"[110, 263, 81]","[106, 100, 82]",206,76,5,Economy
P-173,-1,"[110, 263, 81]","[92, 89, 81]",130,81,5,Economy
P-55,-1,"[110, 263, 81]","[95, 93, 77]",71,78,5,Economy
P-184,-1,"[110, 263, 81]","[96, 88, 74]",129,84,5,Economy
P-349,-1,"[110, 263, 81]","[104, 99, 68]",70,80,5,Economy
P-98,-1,"[110, 263, 81]","[108, 94, 63]",139,76,5,Economy
P-383,-1,"[110, 263, 81]","[103, 85, 60]",61,83,5,Economy
P-379,-1,"[110, 263, 81]","[98, 89, 68]",58,77,5,Economy
P-100,-1,"[110, 263, 81]","[100, 87, 62]",104,79,5,Economy
P-243,-1,"[110, 263, 81]","[105, 77, 69]",98,76,5,Economy
P-88,-1,"[110, 263, 81]","[106, 70, 62]",106,74,5,Economy
P-84,-1,"[110, 263, 81]","[94, 78, 66]",41,82,5,Economy
P-302,-1,"[110, 263, 81]","[106, 65, 64]",98,84,5,Economy
P-176,-1,"[110, 263, 81]","[102, 62, 60]",42,87,5,Economy
P-193,-1,"[110, 263, 81]","[87, 72, 67]",113,75,5,Economy
P-325,-1,"[110, 263, 81]","[80, 77, 63]",93,74,5,Economy
P-228,-1,"[110, 263, 81]","[98, 92, 51]",128,75,5,Economy
P-91,-1,"[110, 263, 81]","[92, 91, 50]",89,76,5,Economy
P-293,-1,"[110, 263, 81]","[104, 56, 56]",78,81,5,Economy
P-354,-1,"[110, 263, 81]","[70, 70, 52]",47,78,5,Economy
P-132,-1,"[110, 263, 81]","[102, 92, 42]",115,77,5,Economy
P-298,-1,"[110, 263, 81]","[91, 86, 44]",57,83,5,Economy
P-34,-1,"[110, 263, 81]","[87, 81, 45]",45,77,5,Economy
P-149,-1,"[110, 263, 81]","[104, 63, 45]",76,84,5,Economy
P-31,-1,"[110, 263, 81]","[76, 71, 49]",67,76,5,Economy
P-151,-1,"[117, 265, 77]","[106, 79, 44]",23,89,5,Economy
P-62,-1,"[117, 265, 77]","[92, 88, 43]",25,84,5,Economy
P-48,-1,"[148, 252, 211]","[48, 53, 65]",33,67,-1,Economy
P-230,-1,"[149, 252, 131]","[86, 48, 46]",44,82,5,Economy
P-260,-1,"[173, 205, 100]","[99, 49, 43]",20,65,5,Economy
P-83,-1,"[186, 0, 0]","[106, 105, 99]",168,97,5,Economy
P-22,-1,"[186, 0, 0]","[100, 99, 92]",191,86,5,Economy
P-197,-1,"[186, 0, 0]","[109, 99, 82]",68,85,5,Economy
P-376,-1,"[186, 0, 0]","[101, 101, 89]",73,96,5,Economy
P-235,-1,"[186, 0, 0]","[105, 84, 80]",61,95,5,Economy
P-110,-1,"[186, 0, 0]","[100, 88, 86]",158,89,5,Economy
P-138,-1,"[186, 0, 0]","[89, 85, 80]",142,87,5,Economy
P-237,-1,"[186, 0, 0]","[101, 97, 74]",193,97,5,Economy
P-368,-1,"[186, 0, 0]","[99, 97, 71]",178,85,5,Economy
P-372,-1,"[186, 0, 0]","[110, 84, 79]",182,96,5,Economy
P-318,-1,"[186, 0, 0]","[99, 86, 75]",47,89,5,Economy
P-374,-1,"[186, 0, 0]","[101, 81, 71]",169,96,5,Economy
P-321,-1,"[186, 0, 0]","[98, 78, 71]",92,91,5,Economy
P-239,-1,"[186, 0, 0]","[85, 79, 71]",94,93,5,Economy
P-200,-1,"[186, 0, 0]","[83, 74, 74]",81,95,5,Economy
P-268,-1,"[186, 0, 0]","[100, 84, 63]",99,95,5,Economy
P-56,-1,"[186, 0, 0]","[109, 68, 65]",77,85,5,Economy
P-79,-1,"[186, 0, 0]","[86, 75, 62]",61,91,5,Economy
P-358,-1,"[186, 0, 0]","[81, 74, 60]",55,93,5,Economy
P-342,-1,"[186, 0, 0]","[78, 66, 63]",83,85,5,Economy
P-400,-1,"[186, 0, 0]","[64, 52, 50]",37,71,-1,Economy
P-281,-1,"[186, 0, 0]","[105, 84, 55]",57,95,5,Economy
P-344,-1,"[186, 0, 0]","[92, 89, 55]",111,95,5,Economy
P-314,-1,"[186, 0, 0]","[93, 84, 53]",48,93,5,Economy
P-364,-1,"[186, 0, 0]","[110, 68, 53]",29,94,5,Economy
P-195,-1,"[186, 0, 0]","[102, 72, 57]",62,90,5,Economy
P-308,-1,"[186, 0, 0]","[110, 64, 57]",62,87,5,Economy
P-348,-1,"[186, 0, 0]","[89, 77, 56]",60,89,5,Economy
P-250,-1,"[186, 0, 0]","[102, 65, 59]",105,89,5,Economy
P-303,-1,"[186, 0, 0]","[106, 62, 57]",75,85,5,Economy
P-113,-1,"[186, 0, 0]","[86, 75, 55]",88,87,5,Economy
P-77,-1,"[186, 0, 0]","[96, 65, 50]",57,88,5,Economy
P-249,-1,"[186, 0, 0]","[89, 67, 55]",66,88,5,Economy
P-108,-1,"[186, 0, 0]","[109, 70, 47]",95,90,5,Economy
P-375,-1,"[188, 0, 7]","[97, 67, 48]",35,99,5,Economy
P-99,-1,"[188, 54, 86]","[71, 70, 68]",28,108,5,Economy
P-263,-1,"[188, 54, 86]","[98, 83, 56]",33,107,5,Economy
P-81,-1,"[190, 54, 86]","[110, 101, 93]",94,116,5,Economy
P-104,-1,"[190, 54, 86]","[95, 95, 90]",110,108,5,Economy
P-52,-1,"[190, 54, 86]","[104, 102, 88]",96,121,5,Economy
P-359,-1,"[190, 54, 86]","[101, 98, 86]",188,103,5,Economy
P-306,-1,"[190, 54, 86]","[91, 90, 88]",57,106,5,Economy
P-8,-1,"[190, 54, 86]","[108, 105, 76]",142,108,5,Economy
P-70,-1,"[190, 54, 86]","[108, 101, 77]",158,102,5,Economy
P-7,-1,"[190, 54, 86]","[93, 88, 78]",117,102,5,Economy
P-259,-1,"[190, 54, 86]","[86, 84, 72]",55,98,5,Economy
P-286,-1,"[190, 54, 86]","[93, 75, 73]",133,102,5,Economy
P-131,-1,"[190, 54, 86]","[82, 80, 79]",84,109,5,Economy
P-89,-1,"[190, 54, 86]","[109, 108, 68]",60,117,5,Economy
P-154,-1,"[190, 54, 86]","[103, 91, 64]",47,118,5,Economy
P-140,-1,"[190, 54, 86]","[106, 84, 65]",60,119,5,Economy
P-395,-1,"[190, 54, 86]","[108, 73, 60]",112,107,5,Economy
P-178,-1,"[190, 54, 86]","[96, 78, 69]",97,98,5,Economy
P-347,-1,"[190, 54, 86]","[105, 102, 53]",96,116,5,Economy
P-137,-1,"[190, 54, 86]","[110, 96, 59]",108,120,5,Economy
P-204,-1,"[190, 54, 86]","[103, 88, 55]",150,101,5,Economy
P-279,-1,"[190, 54, 86]","[99, 85, 52]",118,101,5,Economy
P-144,-1,"[190, 54, 86]","[106, 72, 59]",120,111,5,Economy
P-367,-1,"[190, 54, 86]","[106, 69, 54]",74,106,5,Economy
P-115,-1,"[190, 54, 86]","[105, 102, 46]",112,105,5,Economy
P-340,-1,"[190, 54, 86]","[103, 90, 49]",66,98,5,Economy
P-253,-1,"[190, 54, 86]","[99, 91, 49]",99,98,5,Economy
P-155,-1,"[190, 54, 86]","[95, 87, 47]",95,99,5,Economy
P-388,-1,"[190, 58, 0]","[99, 97, 89]",88,134,5,Economy
P-121,-1,"[190, 58, 0]","[108, 80, 79]",99,124,5,Economy
P-240,-1,"[190, 58, 0]","[101, 88, 65]",84,127,5,Economy
P-343,-1,"[190, 58, 0]","[107, 77, 67]",98,130,5,Economy
P-93,-1,"[190, 58, 0]","[92, 88, 68]",100,133,5,Economy
P-107,-1,"[192, 207, 0]","[100, 100, 99]",252,134,5,Economy
P-390,-1,"[192, 207, 0]","[106, 96, 82]",244,114,5,Economy
P-114,-1,"[192, 207, 0]","[104, 93, 80]",175,124,5,Economy
P-21,-1,"[192, 207, 0]","[105, 105, 71]",223,116,5,Economy
P-316,-1,"[192, 207, 0]","[105, 103, 71]",201,123,5,Economy
P-101,-1,"[192, 207, 0]","[102, 82, 76]",154,109,5,Economy
P-175,-1,"[192, 207, 0]","[96, 88, 66]",127,121,5,Economy
P-229,-1,"[192, 207, 0]","[104, 81, 69]",171,116,5,Economy
P-267,-1,"[192, 207, 0]","[98, 97, 54]",130,116,5,Economy
P-312,-1,"[192, 207, 0]","[97, 90, 56]",121,120,5,Economy
P-123,-1,"[200, 118, 0]","[40, 43, 62]",7,75,-1,Economy
P-262,-1,"[200, 186, 81]","[109, 103, 92]",99,65,-1,Economy
P-271,-1,"[200, 186, 81]","[41, 44, 92]",30,63,-1,Economy
P-223,-1,"[200, 186, 81]","[109, 92, 83]",145,66,5,Economy
P-30,-1,"[200, 186, 81]","[102, 88, 85]",164,70,5,Economy
P-191,-1,"[200, 186, 81]","[100, 94, 71]",123,64,-1,Economy
P-18,-1,"[200, 186, 81]","[101, 95, 68]",96,65,-1,Economy
P-309,-1,"[200, 186, 81]","[104, 91, 60]",135,66,5,Economy
P-161,-1,"[200, 186, 81]","[97, 78, 62]",127,67,5,Economy
P-127,-1,"[200, 186, 81]","[78, 71, 67]",79,66,5,Economy
P-301,-1,"[200, 186, 81]","[72, 69, 61]",76,72,5,Economy
P-47,-1,"[200, 186, 81]","[104, 86, 58]",149,67,5,Economy
P-24,-1,"[200, 186, 81]","[109, 81, 55]",123,69,5,Economy
P-254,-1,"[200, 186, 81]","[99, 79, 51]",101,72,5,Economy
P-213,-1,"[200, 186, 81]","[105, 71, 50]",94,66,5,Economy
P-233,-1,"[200, 186, 81]","[101, 71, 59]",120,63,-1,Economy
P-370,-1,"[200, 186, 81]","[106, 100, 47]",95,68,5,Economy
P-251,-1,"[200, 186, 81]","[106, 78, 44]",106,71,5,Economy
P-338,-1,"[200, 186, 81]","[88, 87, 46]",75,70,5,Economy
P-72,-1,"[200, 186, 81]","[89, 83, 44]",79,66,5,Economy
P-58,U1,"[0, 0, 0]","[55, 95, 102]",126,134,-1,Economy
P-218,U1,"[0, 0, 102]","[77, 90, 59]",63,134,-1,Economy
P-32,U1,"[0, 90, 103]","[70, 98, 44]",53,124,-1,Economy
P-247,U1,"[0, 95, 0]","[62, 79, 98]",61,136,-1,Economy
P-332,U1,"[0, 174, 0]","[57, 79, 103]",63,108,-1,Economy
P-258,U1,"[0, 188, 103]","[71, 82, 55]",43,138,-1,Economy
P-179,U1,"[0, 253, 0]","[62, 63, 73]",38,84,-1,Economy
P-78,U1,"[0, 270, 73]","[104, 42, 74]",85,116,-1,Economy
P-28,U1,"[55, 0, 0]","[64, 81, 95]",70,139,-1,Economy
P-63,U1,"[62, 81, 0]","[69, 75, 85]",111,116,-1,Economy
P-33,U1,"[62, 156, 0]","[90, 73, 89]",132,136,-1,Economy
P-242,U1,"[62, 229, 0]","[53, 89, 69]",48,118,-1,Economy
P-391,U1,"[70, 95, 91]","[73, 87, 65]",71,122,-1,Economy
P-57,U1,"[71, 182, 89]","[59, 83, 64]",32,137,-1,Economy
P-256,U1,"[77, 0, 96]","[64, 92, 66]",117,99,-1,Economy
P-66,U1,"[104, 270, 102]","[86, 47, 50]",53,72,-1,Economy
P-331,U1,"[115, 229, 0]","[43, 88, 71]",64,91,-1,Economy
P-76,U1,"[119, 0, 0]","[92, 40, 96]",81,123,-1,Economy
P-171,U1,"[131, 40, 0]","[50, 55, 93]",55,110,-1,Economy
P-371,U1,"[131, 95, 0]","[48, 52, 91]",50,106,-1,Economy
P-198,U1,"[141, 0, 96]","[74, 84, 59]",68,113,-1,Economy
P-369,U1,"[143, 95, 91]","[75, 84, 58]",92,110,-1,Economy
P-341,U1,"[152, 147, 0]","[57, 72, 87]",50,109,-1,Economy
P-241,U1,"[152, 179, 87]","[71, 91, 74]",25,115,-1,Economy
P-317,U1,"[158, 219, 0]","[50, 53, 86]",44,89,-1,Economy
P-322,U1,"[158, 272, 0]","[66, 45, 102]",72,104,-1,Economy
P-307,U1,"[181, 40, 0]","[43, 96, 82]",100,123,-1,Economy
P-386,U2,"[0, 0, 0]","[63, 65, 110]",88,120,-1,Economy
P-190,U2,"[0, 0, 110]","[108, 101, 52]",143,128,-1,Economy
P-61,U2,"[0, 65, 0]","[57, 95, 109]",130,136,-1,Economy
P-382,U2,"[0, 101, 109]","[102, 106, 43]",41,130,-1,Economy
P-396,U2,"[0, 160, 0]","[42, 109, 102]",118,120,-1,Economy
P-194,U2,"[0, 207, 102]","[71, 109, 48]",97,116,-1,Economy
P-170,U2,"[0, 269, 0]","[81, 44, 100]",39,120,-1,Economy
P-351,U2,"[42, 162, 0]","[41, 107, 92]",42,112,-1,Economy
P-166,U2,"[57, 78, 0]","[62, 84, 103]",142,134,-1,Economy
P-65,U2,"[63, 0, 0]","[50, 78, 110]",56,121,-1,Economy
P-246,U2,"[71, 207, 99]","[102, 60, 61]",58,106,-1,Economy
P-146,U2,"[71, 267, 100]","[100, 45, 56]",46,92,-1,Economy
P-287,U2,"[83, 162, 0]","[86, 84, 99]",94,110,-1,Economy
P-363,U2,"[83, 246, 0]","[67, 72, 79]",29,136,-1,Economy
P-164,U2,"[102, 103, 107]","[87, 102, 40]",99,124,-1,Economy
P-102,U2,"[113, 0, 0]","[64, 70, 106]",70,135,-1,Economy
P-398,U2,"[113, 0, 107]","[85, 103, 52]",68,130,-1,Economy
P-335,U2,"[119, 70, 0]","[57, 91, 95]",47,140,-1,Economy
P-373,U2,"[150, 255, 0]","[72, 62, 84]",108,105,-1,Economy
P-261,U2,"[173, 178, 0]","[42, 77, 100]",80,114,-1,Economy
P-159,U2,"[173, 205, 100]","[50, 92, 52]",15,66,-1,Economy
P-174,U2,"[176, 77, 0]","[47, 101, 107]",107,127,-1,Economy
P-122,U2,"[177, 0, 0]","[46, 77, 104]",67,105,-1,Economy
P-337,U3,"[0, 0, 0]","[40, 77, 102]",52,102,-1,Economy
P-26,U3,"[0, 0, 108]","[56, 69, 73]",56,130,-1,Economy
P-189,U3,"[0, 0, 184]","[87, 63, 56]",66,121,-1,Economy
P-227,U3,"[0, 69, 138]","[59, 73, 96]",58,118,-1,Economy
P-244,U3,"[0, 77, 0]","[75, 76, 62]",24,111,-1,Economy
P-339,U3,"[0, 77, 62]","[54, 76, 76]",80,94,-1,Economy
P-120,U3,"[0, 142, 165]","[48, 91, 74]",82,105,-1,Economy
P-135,U3,"[0, 153, 0]","[45, 108, 66]",56,132,-1,Economy
P-334,U3,"[0, 153, 66]","[54, 65, 99]",103,102,-1,Economy
P-186,U3,"[0, 218, 68]","[47, 84, 93]",60,118,-1,Economy
P-278,U3,"[0, 233, 161]","[44, 73, 80]",60,96,-1,Economy
P-225,U3,"[0, 261, 0]","[93, 54, 68]",52,98,-1,Economy
P-4,U3,"[40, 0, 0]","[56, 75, 108]",73,138,-1,Economy
P-234,U3,"[45, 153, 0]","[43, 104, 65]",60,101,-1,Economy
P-35,U3,"[47, 243, 75]","[63, 72, 83]",96,103,-1,Economy
P-362,U3,"[47, 243, 158]","[61, 75, 86]",99,92,-1,Economy
P-39,U3,"[54, 143, 79]","[61, 96, 64]",61,111,-1,Economy
P-257,U3,"[54, 192, 143]","[54, 51, 67]",40,103,-1,Economy
P-172,U3,"[59, 0, 108]","[51, 71, 76]",22,112,-1,Economy
P-336,U3,"[59, 75, 73]","[49, 68, 72]",33,114,-1,Economy
P-288,U3,"[59, 91, 172]","[94, 101, 61]",36,122,-1,Economy
P-384,U3,"[75, 75, 0]","[60, 69, 73]",16,97,-1,Economy
P-313,U3,"[87, 0, 188]","[54, 91, 54]",73,120,-1,Economy
P-128,U3,"[88, 168, 0]","[102, 66, 79]",44,92,-1,Economy
P-209,U3,"[93, 234, 0]","[44, 72, 75]",57,74,-1,Economy
P-118,U3,"[96, 0, 0]","[90, 75, 82]",55,114,-1,Economy
P-5,U3,"[108, 76, 73]","[58, 64, 88]",93,139,-1,Economy
P-12,U3,"[108, 192, 195]","[80, 88, 48]",27,117,-1,Economy
P-201,U3,"[110, 0, 82]","[80, 76, 106]",159,139,-1,Economy
P-53,U3,"[110, 263, 81]","[44, 53, 106]",14,74,-1,Economy
P-97,U3,"[115, 140, 79]","[53, 53, 93]",54,120,-1,Economy
P-40,U3,"[115, 193, 81]","[45, 70, 90]",78,106,-1,Economy
P-27,U3,"[135, 75, 0]","[49, 93, 62]",18,122,-1,Economy
P-11,U3,"[137, 234, 0]","[55, 80, 81]",23,96,-1,Economy
P-59,U3,"[141, 0, 192]","[79, 85, 49]",26,111,-1,Economy
P-208,U3,"[153, 85, 192]","[89, 102, 50]",117,127,-1,Economy
P-116,U3,"[160, 210, 86]","[83, 106, 109]",132,128,-1,Economy
P-323,U3,"[168, 113, 94]","[72, 97, 98]",183,129,-1,Economy
P-269,U3,"[186, 0, 0]","[56, 58, 74]",25,85,-1,Economy
P-87,U3,"[190, 0, 74]","[53, 54, 107]",84,116,-1,Economy
P-54,U3,"[190, 54, 86]","[51, 59, 106]",20,98,-1,Economy
P-29,U3,"[190, 58, 0]","[53, 62, 86]",23,122,-1,Economy
P-169,U3,"[190, 120, 0]","[48, 87, 94]",102,136,-1,Economy
P-43,U3,"[192, 207, 0]","[51, 108, 86]",87,109,-1,Economy
P-284,U4,"[0, 0, 0]","[52, 70, 110]",86,10000000,-1,Priority
P-139,U4,"[0, 0, 110]","[75, 84, 96]",123,10000000,-1,Priority
P-283,U4,"[0, 70, 0]","[66, 97, 100]",79,10000000,-1,Priority
P-255,U4,"[0, 84, 100]","[64, 96, 98]",78,10000000,-1,Priority
P-222,U4,"[0, 84, 199]","[73, 88, 41]",59,10000000,-1,Priority
P-224,U4,"[0, 167, 0]","[56, 68, 99]",103,10000000,-1,Priority
P-25,U4,"[0, 172, 198]","[77, 53, 44]",37,108,-1,Economy
P-1,U4,"[0, 180, 99]","[53, 55, 99]",61,176,-1,Economy
P-163,U4,"[0, 235, 0]","[49, 83, 83]",45,10000000,-1,Priority
P-36,U4,"[0, 235, 87]","[78, 80, 86]",146,10000000,-1,Priority
P-180,U4,"[0, 235, 173]","[59, 80, 71]",43,10000000,-1,Priority
P-23,U4,"[52, 0, 0]","[50, 51, 110]",59,10000000,-1,Priority
P-299,U4,"[56, 209, 0]","[80, 83, 87]",55,10000000,-1,Priority
P-188,U4,"[59, 252, 175]","[86, 51, 51]",12,10000000,-1,Priority
P-2,U4,"[64, 84, 100]","[56, 81, 99]",53,10000000,-1,Priority
P-236,U4,"[64, 167, 88]","[56, 56, 91]",57,10000000,-1,Priority
P-333,U4,"[66, 51, 0]","[72, 85, 100]",59,10000000,-1,Priority
P-9,U4,"[66, 136, 0]","[71, 73, 88]",50,10000000,-1,Priority
P-45,U4,"[75, 0, 110]","[72, 81, 91]",92,10000000,-1,Priority
P-272,U4,"[75, 0, 201]","[64, 75, 40]",54,133,-1,Economy
P-324,U4,"[75, 81, 199]","[40, 68, 41]",27,122,-1,Economy
P-19,U4,"[77, 165, 185]","[69, 87, 51]",73,107,-1,Economy
P-168,U4,"[78, 233, 87]","[87, 68, 88]",109,10000000,-1,Priority
P-177,U4,"[102, 0, 0]","[41, 44, 99]",17,77,-1,Economy
P-329,U4,"[120, 81, 100]","[58, 65, 94]",26,10000000,-1,Priority
P-15,U4,"[120, 81, 194]","[84, 60, 49]",57,10000000,-1,Priority
P-215,U4,"[120, 146, 96]","[80, 87, 89]",126,10000000,-1,Priority
P-327,U4,"[137, 161, 0]","[44, 58, 96]",18,119,-1,Economy
P-46,U4,"[138, 90, 0]","[62, 71, 94]",39,10000000,-1,Priority
P-106,U4,"[143, 0, 0]","[54, 90, 92]",100,10000000,-1,Priority
P-69,U4,"[145, 252, 175]","[84, 47, 54]",57,10000000,-1,Priority
P-20,U4,"[146, 146, 185]","[88, 106, 56]",71,10000000,-1,Priority
P-181,U4,"[147, 0, 92]","[57, 58, 98]",93,10000000,-1,Priority
P-360,U4,"[147, 0, 190]","[76, 80, 53]",23,10000000,-1,Priority
P-10,U4,"[165, 231, 0]","[70, 85, 88]",81,10000000,-1,Priority
P-273,U4,"[165, 233, 88]","[71, 79, 85]",127,10000000,-1,Priority
P-126,U4,"[178, 58, 94]","[60, 64, 85]",94,10000000,-1,Priority
P-214,U4,"[181, 163, 0]","[61, 58, 81]",40,10000000,-1,Priority
P-352,U4,"[200, 52, 0]","[43, 66, 89]",32,10000000,-1,Priority
P-130,U4,"[200, 118, 0]","[40, 45, 78]",18,79,-1,Economy
P-216,U4,"[200, 122, 81]","[44, 64, 83]",57,10000000,-1,Priority
P-399,U4,"[200, 186, 81]","[44, 45, 89]",22,63,-1,Economy
P-202,U4,"[204, 0, 0]","[40, 52, 94]",57,105,-1,Economy
P-385,U4,"[204, 0, 94]","[40, 48, 64]",23,113,-1,Economy
P-357,U4,"[204, 80, 179]","[40, 56, 58]",15,110,-1,Economy
P-94,U5,"[0, 0, 0]","[66, 67, 98]",95,10000000,-1,Priority
P-82,U5,"[0, 0, 98]","[66, 71, 97]",130,10000000,-1,Priority
P-264,U5,"[0, 0, 195]","[60, 108, 68]",35,10000000,-1,Priority
P-350,U5,"[0, 67, 0]","[60, 69, 85]",52,10000000,-1,Priority
P-212,U5,"[0, 71, 85]","[48, 74, 105]",96,10000000,-1,Priority
P-199,U5,"[0, 136, 0]","[58, 67, 73]",59,10000000,-1,Priority
P-248,U5,"[0, 145, 73]","[52, 67, 77]",70,139,-1,Economy
P-16,U5,"[0, 145, 150]","[48, 63, 93]",82,10000000,-1,Priority
P-280,U5,"[0, 203, 0]","[53, 90, 61]",75,10000000,-1,Priority
P-162,U5,"[0, 208, 201]","[46, 104, 65]",36,10000000,-1,Priority
P-315,U5,"[0, 212, 61]","[50, 53, 75]",14,104,-1,Economy
P-117,U5,"[0, 212, 136]","[49, 52, 65]",33,10000000,-1,Priority
P-3,U5,"[0, 265, 61]","[42, 51, 101]",17,10000000,-1,Priority
P-380,U5,"[48, 173, 215]","[41, 56, 62]",22,102,-1,Economy
P-310,U5,"[49, 173, 150]","[43, 59, 65]",15,10000000,-1,Priority
P-42,U5,"[49, 232, 149]","[41, 62, 109]",46,10000000,-1,Priority
P-393,U5,"[50, 262, 66]","[44, 47, 65]",23,133,-1,Economy
P-220,U5,"[52, 158, 78]","[44, 104, 71]",80,137,-1,Economy
P-289,U5,"[53, 236, 0]","[43, 70, 66]",28,79,-1,Economy
P-275,U5,"[58, 162, 0]","[45, 74, 77]",31,10000000,-1,Priority
P-217,U5,"[60, 88, 0]","[72, 74, 78]",97,10000000,-1,Priority
P-207,U5,"[60, 88, 78]","[45, 70, 95]",46,10000000,-1,Priority
P-49,U5,"[60, 104, 173]","[40, 69, 100]",55,10000000,-1,Priority
P-157,U5,"[66, 0, 0]","[54, 88, 88]",30,10000000,-1,Priority
P-219,U5,"[66, 0, 88]","[61, 76, 94]",57,10000000,-1,Priority
P-50,U5,"[66, 0, 182]","[64, 104, 73]",75,10000000,-1,Priority
P-397,U5,"[90, 267, 131]","[59, 51, 80]",51,81,-1,Economy
P-152,U5,"[90, 267, 211]","[57, 49, 67]",39,73,-1,Economy
P-6,U5,"[92, 183, 151]","[56, 84, 91]",47,10000000,-1,Priority
P-226,U5,"[96, 162, 77]","[60, 72, 74]",27,10000000,-1,Priority
P-124,U5,"[96, 262, 59]","[104, 54, 72]",96,10000000,-1,Priority
P-192,U5,"[100, 125, 211]","[76, 54, 74]",33,106,-1,Economy
P-71,U5,"[103, 163, 0]","[43, 99, 60]",41,10000000,-1,Priority
P-265,U5,"[105, 125, 151]","[47, 58, 60]",37,10000000,-1,Priority
P-187,U5,"[120, 0, 0]","[54, 78, 84]",97,10000000,-1,Priority
P-353,U5,"[120, 78, 78]","[61, 66, 70]",33,10000000,-1,Priority
P-112,U5,"[127, 0, 84]","[63, 67, 79]",20,10000000,-1,Priority
P-304,U5,"[130, 0, 163]","[51, 68, 89]",31,10000000,-1,Priority
P-320,U5,"[130, 68, 148]","[53, 57, 64]",55,10000000,-1,Priority
P-150,U5,"[130, 68, 212]","[42, 54, 58]",12,10000000,-1,Priority
P-75,U5,"[132, 78, 0]","[43, 85, 74]",42,128,-1,Economy
P-92,U5,"[146, 163, 0]","[58, 58, 65]",59,138,-1,Economy
P-378,U5,"[146, 221, 0]","[53, 89, 59]",61,131,-1,Economy
P-295,U5,"[148, 183, 151]","[49, 69, 109]",32,10000000,-1,Priority
P-276,U5,"[148, 252, 211]","[46, 62, 69]",29,70,-1,Economy
P-381,U5,"[149, 252, 131]","[48, 64, 69]",60,87,-1,Economy
P-86,U5,"[156, 163, 65]","[41, 63, 65]",50,10000000,-1,Priority
P-37,U5,"[174, 0, 0]","[51, 59, 76]",33,131,-1,Economy
P-147,U5,"[181, 0, 164]","[46, 55, 65]",36,10000000,-1,Priority
P-361,U5,"[181, 0, 229]","[61, 65, 51]",55,68,-1,Economy
P-133,U5,"[181, 67, 0]","[63, 91, 109]",174,10000000,-1,Priority
P-305,U5,"[183, 67, 109]","[58, 63, 53]",22,104,-1,Economy
P-266,U5,"[190, 0, 76]","[53, 61, 88]",37,10000000,-1,Priority
P-277,U5,"[190, 65, 162]","[54, 105, 108]",93,10000000,-1,Priority
P-326,U5,"[197, 158, 65]","[45, 51, 84]",17,136,-1,Economy
P-232,U5,"[197, 170, 150]","[47, 67, 84]",38,10000000,-1,Priority
P-80,U5,"[197, 209, 65]","[43, 44, 85]",20,127,-1,Economy
